,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
164,Black.,2394614.jpg,2336809,82265,https://cs.stanford.edu/people/rak248/VG_100K/2336809.jpg,479892,What color is the coffeemaker?,,,,,,
165,Pizza.,2400385.jpg,2336659,82411,https://cs.stanford.edu/people/rak248/VG_100K/2336659.jpg,1220599,What is on the plate?,,,,,,
166,In a zoo.,2368550.jpg,2336659,82411,https://cs.stanford.edu/people/rak248/VG_100K/2336659.jpg,692603,Where was this taken?,,,,,,
167,A bracelet.,2394920.jpg,2336659,82411,https://cs.stanford.edu/people/rak248/VG_100K/2336659.jpg,286851,What is on the persons left wrist?,,,,,,
168,Tie.,2374305.jpg,2336632,82438,https://cs.stanford.edu/people/rak248/VG_100K/2336632.jpg,815970,What is the black and blue object?,,,,,,
169,Daytime.,2409837.jpg,2336632,82438,https://cs.stanford.edu/people/rak248/VG_100K/2336632.jpg,177689,When is the picture being taken?,,,,,,
170,Racket.,2358471.jpg,2336632,82438,https://cs.stanford.edu/people/rak248/VG_100K/2336632.jpg,1601361,What is the man holding?,,,,,,
171,Two.,2337832.jpg,2336458,82601,https://cs.stanford.edu/people/rak248/VG_100K/2336458.jpg,589236,How many plates are pictured?,,,,,,
172,Stunt riders.,2363576.jpg,2336458,82601,https://cs.stanford.edu/people/rak248/VG_100K/2336458.jpg,1704439,What is on the train's wing?,,,,,,
173,A dock.,2413281.jpg,2336458,82601,https://cs.stanford.edu/people/rak248/VG_100K/2336458.jpg,1144863,What is the next to the boat?,,,,,,
174,Bathroom.,2401829.jpg,2336416,82639,https://cs.stanford.edu/people/rak248/VG_100K/2336416.jpg,1251870,What room is this?,,,,,,
175,Daytime.,2340702.jpg,2336416,82639,https://cs.stanford.edu/people/rak248/VG_100K/2336416.jpg,267028,What time of day is it?,,,,,,
176,Daytime.,2321635.jpg,2336416,82639,https://cs.stanford.edu/people/rak248/VG_100K/2336416.jpg,883273,When was the photo taken?,,,,,,
177,Sneakers.,2408386.jpg,2336337,82714,https://cs.stanford.edu/people/rak248/VG_100K/2336337.jpg,1058831,What is on the tennis player's feet?,,,,,,
178,Lounge chairs/Beach chairs.,2351884.jpg,2336337,82714,https://cs.stanford.edu/people/rak248/VG_100K/2336337.jpg,833918,What type of chairs are the people using?,,,,,,
179,Laptop.,2359505.jpg,2336337,82714,https://cs.stanford.edu/people/rak248/VG_100K/2336337.jpg,827813,What is the cat laying on?,,,,,,
180,On the boy's lap.,2368367.jpg,2336331,82720,https://cs.stanford.edu/people/rak248/VG_100K/2336331.jpg,1801084,Where is the laptop?,,,,,,
181,Shetland.,2406362.jpg,2336331,82720,https://cs.stanford.edu/people/rak248/VG_100K/2336331.jpg,1182824,What type of ponies are these?,,,,,,
182,The window.,2356442.jpg,2336331,82720,https://cs.stanford.edu/people/rak248/VG_100K/2336331.jpg,254464,Why is this room illuminated?,,,,,,
183,None.,2343729.jpg,2336276,82771,https://cs.stanford.edu/people/rak248/VG_100K/2336276.jpg,648475,How many horses are there?,,,,,,
184,Wooden shelf.,2367067.jpg,2336276,82771,https://cs.stanford.edu/people/rak248/VG_100K/2336276.jpg,1773876,What are the vases sitting on?,,,,,,
185,Silver.,2370777.jpg,2336276,82771,https://cs.stanford.edu/people/rak248/VG_100K/2336276.jpg,434830,What color is the fence?,,,,,,
186,Behind the flamingos.,2366548.jpg,2335955,83079,https://cs.stanford.edu/people/rak248/VG_100K/2335955.jpg,1763874,Where is the tree?,,,,,,
187,Whole grain.,2398828.jpg,2335955,83079,https://cs.stanford.edu/people/rak248/VG_100K/2335955.jpg,1465764,What is the bread?,,,,,,
188,On brown post.,2408680.jpg,2335955,83079,https://cs.stanford.edu/people/rak248/VG_100K/2335955.jpg,1065349,Where are signs?,,,,,,
189,The fence.,2375794.jpg,2335919,83111,https://cs.stanford.edu/people/rak248/VG_100K/2335919.jpg,1953114,What is made of wood?,,,,,,
190,The dog.,2393011.jpg,2335919,83111,https://cs.stanford.edu/people/rak248/VG_100K/2335919.jpg,1437146,What is looking outside?,,,,,,
191,Grass.,2369670.jpg,2335919,83111,https://cs.stanford.edu/people/rak248/VG_100K/2335919.jpg,1828038,What are there patches of?,,,,,,
192,Runway.,2394257.jpg,2335906,83124,https://cs.stanford.edu/people/rak248/VG_100K/2335906.jpg,1568778,What is the plane driving on?,,,,,,
193,Daytime.,2319335.jpg,2335906,83124,https://cs.stanford.edu/people/rak248/VG_100K/2335906.jpg,901668,When is this?,,,,,,
194,Green.,2407802.jpg,2335906,83124,https://cs.stanford.edu/people/rak248/VG_100K/2335906.jpg,1046127,What color hats are being worn?,,,,,,
195,Air.,2388704.jpg,2335823,83201,https://cs.stanford.edu/people/rak248/VG_100K/2335823.jpg,804462,Where are the power lines?,,,,,,
196,Spectators.,2371899.jpg,2335823,83201,https://cs.stanford.edu/people/rak248/VG_100K/2335823.jpg,1873311,Who is watching the game?,,,,,,
197,Clouds.,2401606.jpg,2335823,83201,https://cs.stanford.edu/people/rak248/VG_100K/2335823.jpg,730138,What is in the sky?,,,,,,
198,Book.,61562.jpg,2335801,83223,https://cs.stanford.edu/people/rak248/VG_100K/2335801.jpg,993186,What is on the table?,,,,,,
199,Computer keyboard.,2364734.jpg,2335801,83223,https://cs.stanford.edu/people/rak248/VG_100K/2335801.jpg,1727750,What is on the table?,,,,,,
200,A train.,2371642.jpg,2335801,83223,https://cs.stanford.edu/people/rak248/VG_100K/2335801.jpg,242336,What is on the train tracks?,,,,,,
201,Skiing.,2403307.jpg,2335788,83236,https://cs.stanford.edu/people/rak248/VG_100K/2335788.jpg,1279811,What activity are the people doing?,,,,,,
202,One.,2359090.jpg,2335788,83236,https://cs.stanford.edu/people/rak248/VG_100K/2335788.jpg,700177,How many statues are there?,,,,,,
203,A doily.,2375728.jpg,2335788,83236,https://cs.stanford.edu/people/rak248/VG_100K/2335788.jpg,1951675,What are the crackers on?,,,,,,
204,Behind the cars.,2362057.jpg,2335770,83253,https://cs.stanford.edu/people/rak248/VG_100K/2335770.jpg,1673568,Where is the tree?,,,,,,
205,5917.,2369851.jpg,2335770,83253,https://cs.stanford.edu/people/rak248/VG_100K/2335770.jpg,1831516,What bus number is the white bus?,,,,,,
206,One.,2413114.jpg,2335770,83253,https://cs.stanford.edu/people/rak248/VG_100K/2335770.jpg,151478,How many people are on the motorcycle?,,,,,,
207,Giraffe.,2395861.jpg,2335728,83295,https://cs.stanford.edu/people/rak248/VG_100K/2335728.jpg,1577971,What animal is pictured?,,,,,,
208,Brown.,2408342.jpg,2335728,83295,https://cs.stanford.edu/people/rak248/VG_100K/2335728.jpg,1057794,What color is ther person's hair?,,,,,,
209,Flying.,2363576.jpg,2335728,83295,https://cs.stanford.edu/people/rak248/VG_100K/2335728.jpg,440530,What are the planes doing?,,,,,,
210,A suitcase.,2373214.jpg,2335675,83345,https://cs.stanford.edu/people/rak248/VG_100K/2335675.jpg,1901313,What is the girl holding?,,,,,,
211,One.,2354351.jpg,2335675,83345,https://cs.stanford.edu/people/rak248/VG_100K/2335675.jpg,703958,How many animals are there?,,,,,,
212,A hat.,2358233.jpg,2335675,83345,https://cs.stanford.edu/people/rak248/VG_100K/2335675.jpg,572959,What is hanging off the post at foot of the bed?,,,,,,
213,Daytime.,2337866.jpg,2335577,83439,https://cs.stanford.edu/people/rak248/VG_100K/2335577.jpg,781131,When was picture taken?,,,,,,
214,Carpet.,2407750.jpg,2335577,83439,https://cs.stanford.edu/people/rak248/VG_100K/2335577.jpg,1045026,What is beige?,,,,,,
215,Under the plane.,2366400.jpg,2335577,83439,https://cs.stanford.edu/people/rak248/VG_100K/2335577.jpg,1760895,Where is the gray runway?,,,,,,
216,Clay.,2398195.jpg,2335508,83503,https://cs.stanford.edu/people/rak248/VG_100K/2335508.jpg,1590306,What is the pot made out of?,,,,,,
217,Giraffe.,2391768.jpg,2335508,83503,https://cs.stanford.edu/people/rak248/VG_100K/2335508.jpg,610047,What type of animal is in the photo?,,,,,,
218,A teddy bear.,2376025.jpg,2335508,83503,https://cs.stanford.edu/people/rak248/VG_100K/2335508.jpg,1958067,What is on the the top right?,,,,,,
219,White.,2358342.jpg,2335402,83599,https://cs.stanford.edu/people/rak248/VG_100K/2335402.jpg,1598609,What are the clouds color?,,,,,,
220,Cat.,2360468.jpg,2335402,83599,https://cs.stanford.edu/people/rak248/VG_100K/2335402.jpg,1642324,What animal is this?,,,,,,
221,Trees.,2360298.jpg,2335402,83599,https://cs.stanford.edu/people/rak248/VG_100K/2335402.jpg,379398,What are in the background?,,,,,,
222,A tshirt.,2376967.jpg,2335371,83629,https://cs.stanford.edu/people/rak248/VG_100K/2335371.jpg,1977124,What did the man wear as a top?,,,,,,
223,Black.,2399835.jpg,2335371,83629,https://cs.stanford.edu/people/rak248/VG_100K/2335371.jpg,475835,What color is the man's shirt?,,,,,,
224,An umbrella.,2368272.jpg,2335371,83629,https://cs.stanford.edu/people/rak248/VG_100K/2335371.jpg,1799035,What is the child holding?,,,,,,
225,In the field.,2407983.jpg,2335349,83650,https://cs.stanford.edu/people/rak248/VG_100K/2335349.jpg,1049880,Where is the big tree?,,,,,,
226,During the day.,2354233.jpg,2335349,83650,https://cs.stanford.edu/people/rak248/VG_100K/2335349.jpg,576139,When was this picture taken?,,,,,,
227,During a tennis match.,2327844.jpg,2335349,83650,https://cs.stanford.edu/people/rak248/VG_100K/2335349.jpg,853149,When was the picture taken?,,,,,,
228,Red.,2411924.jpg,2335316,83678,https://cs.stanford.edu/people/rak248/VG_100K/2335316.jpg,1113704,What color is the hotdog?,,,,,,
229,Flowers.,2364827.jpg,2335316,83678,https://cs.stanford.edu/people/rak248/VG_100K/2335316.jpg,1729459,What pattern is on the table cloth?,,,,,,
230,Blue and white.,2414979.jpg,2335316,83678,https://cs.stanford.edu/people/rak248/VG_100K/2335316.jpg,1034856,What color is vase?,,,,,,
231,On shelves.,2405875.jpg,2335126,83859,https://cs.stanford.edu/people/rak248/VG_100K/2335126.jpg,1170918,Where are items?,,,,,,
232,The dresser beneath the mirror on the wall.,2375574.jpg,2335126,83859,https://cs.stanford.edu/people/rak248/VG_100K/2335126.jpg,1948515,What piece of furniture will hold clothing?,,,,,,
233,On the sidewalk.,2377558.jpg,2335126,83859,https://cs.stanford.edu/people/rak248/VG_100K/2335126.jpg,365587,Where is the fire hydrant?,,,,,,
234,6.,2358418.jpg,2334891,84089,https://cs.stanford.edu/people/rak248/VG_100K/2334891.jpg,380897,How many applications are seen?,,,,,,
235,Standing.,2341615.jpg,2334891,84089,https://cs.stanford.edu/people/rak248/VG_100K/2334891.jpg,522286,How do they ride boards?,,,,,,
236,With their trunks.,2392070.jpg,2334891,84089,https://cs.stanford.edu/people/rak248/VG_100K/2334891.jpg,1493308,How do the elephants drink?,,,,,,
237,Sunny and partially cloudy.,2375336.jpg,2334888,84092,https://cs.stanford.edu/people/rak248/VG_100K/2334888.jpg,1943874,How is the weather like?,,,,,,
238,A tree.,2361846.jpg,2334888,84092,https://cs.stanford.edu/people/rak248/VG_100K/2334888.jpg,1669725,What is in the far background?,,,,,,
239,1.,2349537.jpg,2334888,84092,https://cs.stanford.edu/people/rak248/VG_100K/2334888.jpg,451215,How many trees are next to the bus?,,,,,,
240,A fence.,2390696.jpg,2334792,84185,https://cs.stanford.edu/people/rak248/VG_100K/2334792.jpg,1359175,What is around the landscape?,,,,,,
241,Blue.,2392742.jpg,2334792,84185,https://cs.stanford.edu/people/rak248/VG_100K/2334792.jpg,1561207,What is the boat roof color?,,,,,,
242,Closed.,2366527.jpg,2334792,84185,https://cs.stanford.edu/people/rak248/VG_100K/2334792.jpg,1763435,How are the drapes?,,,,,,
243,White.,2414808.jpg,2334743,84232,https://cs.stanford.edu/people/rak248/VG_100K/2334743.jpg,137928,What color is the man's shirt?,,,,,,
244,Dog.,2370040.jpg,2334743,84232,https://cs.stanford.edu/people/rak248/VG_100K/2334743.jpg,1835085,Who is under the blanket?,,,,,,
245,Sunglasses.,2410972.jpg,2334743,84232,https://cs.stanford.edu/people/rak248/VG_100K/2334743.jpg,1320100,What is on the woman's face?,,,,,,
246,The sheep.,2398374.jpg,2334706,84267,https://cs.stanford.edu/people/rak248/VG_100K/2334706.jpg,1525072,What is visible?,,,,,,
247,Asphalt.,2377585.jpg,2334706,84267,https://cs.stanford.edu/people/rak248/VG_100K/2334706.jpg,1987337,What is the bike on?,,,,,,
248,Pedestrians.,2396485.jpg,2334706,84267,https://cs.stanford.edu/people/rak248/VG_100K/2334706.jpg,1580921,Who is the signal light for?,,,,,,
249,On picnic tables.,2417920.jpg,2334515,84455,https://cs.stanford.edu/people/rak248/VG_100K/2334515.jpg,954510,Where are the people sitting?,,,,,,
250,Elephant.,2366765.jpg,2334515,84455,https://cs.stanford.edu/people/rak248/VG_100K/2334515.jpg,822008,What is gray?,,,,,,
251,On the curio.,2390687.jpg,2334515,84455,https://cs.stanford.edu/people/rak248/VG_100K/2334515.jpg,738873,Where is the red vase?,,,,,,
252,Collar.,2369504.jpg,2334493,84476,https://cs.stanford.edu/people/rak248/VG_100K/2334493.jpg,1824627,What item of the shirt covers the neck?,,,,,,
253,Teddy bears.,2360146.jpg,2334493,84476,https://cs.stanford.edu/people/rak248/VG_100K/2334493.jpg,1635743,What is in the back of the car?,,,,,,
254,Mushrooms.,2390867.jpg,2334493,84476,https://cs.stanford.edu/people/rak248/VG_100K/2334493.jpg,1360088,What grey vegetable is on the pizza?,,,,,,
255,A man.,2405599.jpg,2334205,84754,https://cs.stanford.edu/people/rak248/VG_100K/2334205.jpg,1164787,Who is in the photo?,,,,,,
256,EPSON.,2390961.jpg,2334205,84754,https://cs.stanford.edu/people/rak248/VG_100K/2334205.jpg,1427102,What brand is the printer?,,,,,,
257,Trains.,2358118.jpg,2334205,84754,https://cs.stanford.edu/people/rak248/VG_100K/2334205.jpg,1594338,What kind of vehicles are these models of?,,,,,,
258,The bus sign.,2389125.jpg,2334043,84909,https://cs.stanford.edu/people/rak248/VG_100K/2334043.jpg,804114,What says 92 KQRS?,,,,,,
259,On the red building.,2338438.jpg,2334043,84909,https://cs.stanford.edu/people/rak248/VG_100K/2334043.jpg,396883,Where is the green window?,,,,,,
260,Side of road.,2400910.jpg,2334043,84909,https://cs.stanford.edu/people/rak248/VG_100K/2334043.jpg,666716,Where is the woman?,,,,,,
261,Black and white.,2377166.jpg,2334014,84936,https://cs.stanford.edu/people/rak248/VG_100K/2334014.jpg,749696,What color is the one way sign?,,,,,,
262,Umbrella.,2391451.jpg,2334014,84936,https://cs.stanford.edu/people/rak248/VG_100K/2334014.jpg,674278,What is on the table?,,,,,,
263,Black chair.,2400372.jpg,2334014,84936,https://cs.stanford.edu/people/rak248/VG_100K/2334014.jpg,1220232,Where is the woman sitting while holding a laptop computer?,,,,,,
264,Long windows on the edge.,2368790.jpg,2333979,84969,https://cs.stanford.edu/people/rak248/VG_100K/2333979.jpg,1809946,What in on the edge?,,,,,,
265,Brick.,2340895.jpg,2333979,84969,https://cs.stanford.edu/people/rak248/VG_100K/2333979.jpg,522860,What material is the ground on which the woman is standing?,,,,,,
266,Now.,2405923.jpg,2333979,84969,https://cs.stanford.edu/people/rak248/VG_100K/2333979.jpg,209007,When did he throw the ball?,,,,,,
267,The dog.,2375995.jpg,2333865,85076,https://cs.stanford.edu/people/rak248/VG_100K/2333865.jpg,1957416,Who is grabbing the frisbee?,,,,,,
268,1.,2408342.jpg,2333865,85076,https://cs.stanford.edu/people/rak248/VG_100K/2333865.jpg,1057775,How many people are visible?,,,,,,
269,Wooden floors.,2412142.jpg,2333865,85076,https://cs.stanford.edu/people/rak248/VG_100K/2333865.jpg,1118432,What are the floors made of?,,,,,,
270,Polar bear.,2363906.jpg,2333860,85081,https://cs.stanford.edu/people/rak248/VG_100K/2333860.jpg,1711002,What animal is present?,,,,,,
271,Cement squares.,2367043.jpg,2333860,85081,https://cs.stanford.edu/people/rak248/VG_100K/2333860.jpg,1773393,What is the sidewalk made of?,,,,,,
272,Circle.,2403156.jpg,2333860,85081,https://cs.stanford.edu/people/rak248/VG_100K/2333860.jpg,1276522,What shape is the middle of the donut?,,,,,,
273,8.,2415194.jpg,2333783,85154,https://cs.stanford.edu/people/rak248/VG_100K/2333783.jpg,1039328,How many clocks are hanging acorss the brown portion of the wall?,,,,,,
274,In his hands.,2408197.jpg,2333783,85154,https://cs.stanford.edu/people/rak248/VG_100K/2333783.jpg,1054627,Where is the cell phone?,,,,,,
275,An umbrella.,2371530.jpg,2333783,85154,https://cs.stanford.edu/people/rak248/VG_100K/2333783.jpg,1865628,What is the woman lying under?,,,,,,
276,Two.,2390200.jpg,2333779,85158,https://cs.stanford.edu/people/rak248/VG_100K/2333779.jpg,290243,How many people are in the picture?,,,,,,
277,Brown.,2339964.jpg,2333779,85158,https://cs.stanford.edu/people/rak248/VG_100K/2333779.jpg,843454,What color is the closest jacket?,,,,,,
278,On the beach.,2404577.jpg,2333779,85158,https://cs.stanford.edu/people/rak248/VG_100K/2333779.jpg,407960,Where is this scene happening?,,,,,,
279,Blue.,2407235.jpg,2333769,85167,https://cs.stanford.edu/people/rak248/VG_100K/2333769.jpg,198504,What color is the sky?,,,,,,
280,So the bill doesn't block the man's sight.,2377746.jpg,2333769,85167,https://cs.stanford.edu/people/rak248/VG_100K/2333769.jpg,1989747,Why is the man's cap on backwards?,,,,,,
281,Landing.,2394956.jpg,2333769,85167,https://cs.stanford.edu/people/rak248/VG_100K/2333769.jpg,1381745,What is the plane doing?,,,,,,
282,Leather.,2388484.jpg,2333746,85188,https://cs.stanford.edu/people/rak248/VG_100K/2333746.jpg,1538366,What is the sofa made of?,,,,,,
283,Rack.,2376291.jpg,2333746,85188,https://cs.stanford.edu/people/rak248/VG_100K/2333746.jpg,1963544,What object is holding bicycles to front of bus?,,,,,,
284,Blue.,2355714.jpg,2333746,85188,https://cs.stanford.edu/people/rak248/VG_100K/2333746.jpg,511007,What color is the sky?,,,,,,
285,One.,2324180.jpg,2333691,85241,https://cs.stanford.edu/people/rak248/VG_100K/2333691.jpg,862906,How many people are sitting?,,,,,,
286,On the couch.,2368458.jpg,2333691,85241,https://cs.stanford.edu/people/rak248/VG_100K/2333691.jpg,967347,Where is this scene?,,,,,,
287,Teddy bear.,2397180.jpg,2333691,85241,https://cs.stanford.edu/people/rak248/VG_100K/2333691.jpg,1584518,What is on the bed?,,,,,,
288,Behind the boy.,2360442.jpg,2333637,85292,https://cs.stanford.edu/people/rak248/VG_100K/2333637.jpg,1641856,Where are the blue signs?,,,,,,
289,A frisbee.,2372407.jpg,2333637,85292,https://cs.stanford.edu/people/rak248/VG_100K/2333637.jpg,1884027,What is in front of the shirt?,,,,,,
290,Grass.,2395470.jpg,2333637,85292,https://cs.stanford.edu/people/rak248/VG_100K/2333637.jpg,1576072,What is in the field?,,,,,,
291,Gray.,2366065.jpg,2333621,85308,https://cs.stanford.edu/people/rak248/VG_100K/2333621.jpg,822566,What color is the sky?,,,,,,
292,A brown horse.,2394592.jpg,2333621,85308,https://cs.stanford.edu/people/rak248/VG_100K/2333621.jpg,1570794,What kind of animal is this?,,,,,,
293,Blue.,2406474.jpg,2333621,85308,https://cs.stanford.edu/people/rak248/VG_100K/2333621.jpg,1185844,What color light is lit on the remote?,,,,,,
294,On her face.,2399671.jpg,2333502,85424,https://cs.stanford.edu/people/rak248/VG_100K/2333502.jpg,1470127,Where are the woman's glasses?,,,,,,
295,To the left of the plate.,2365977.jpg,2333502,85424,https://cs.stanford.edu/people/rak248/VG_100K/2333502.jpg,1752245,Where is the knife and fork?,,,,,,
296,The apples.,2387651.jpg,2333502,85424,https://cs.stanford.edu/people/rak248/VG_100K/2333502.jpg,1533871,What is green and red?,,,,,,
297,No one.,2327573.jpg,2333487,85439,https://cs.stanford.edu/people/rak248/VG_100K/2333487.jpg,597426,Who is pictureD?,,,,,,
298,During a meal.,2404336.jpg,2333487,85439,https://cs.stanford.edu/people/rak248/VG_100K/2333487.jpg,1302134,When was this photo taken?,,,,,,
299,Yellow.,2369803.jpg,2333487,85439,https://cs.stanford.edu/people/rak248/VG_100K/2333487.jpg,1830635,What color shit is the man wearing?,,,,,,
0,Red.,2405495.jpg,2333482,85444,https://cs.stanford.edu/people/rak248/VG_100K/2333482.jpg,1161717,What color are the flags?,,,,,,
1,4.,2375221.jpg,2333482,85444,https://cs.stanford.edu/people/rak248/VG_100K/2333482.jpg,299694,How many books are stacked?,,,,,,
2,Paws.,2375140.jpg,2333482,85444,https://cs.stanford.edu/people/rak248/VG_100K/2333482.jpg,1940295,What does the cat walk on?,,,,,,
3,Skatepark.,2362478.jpg,2333460,85466,https://cs.stanford.edu/people/rak248/VG_100K/2333460.jpg,1682088,Where is the man skating?,,,,,,
4,In the snow.,2400319.jpg,2333460,85466,https://cs.stanford.edu/people/rak248/VG_100K/2333460.jpg,1218970,Where is the bus?,,,,,,
5,Behind cut out player.,2403633.jpg,2333460,85466,https://cs.stanford.edu/people/rak248/VG_100K/2333460.jpg,1286912,Where is the greyish blue wall?,,,,,,
6,White.,2409479.jpg,2333398,85525,https://cs.stanford.edu/people/rak248/VG_100K/2333398.jpg,1082858,What color are the stands?,,,,,,
7,Clothes.,2401847.jpg,2333398,85525,https://cs.stanford.edu/people/rak248/VG_100K/2333398.jpg,729944,What is the lady wearing?,,,,,,
8,Two.,2395093.jpg,2333398,85525,https://cs.stanford.edu/people/rak248/VG_100K/2333398.jpg,543497,How many people are in the photo?,,,,,,
9,Laptop and Desktop.,2334596.jpg,2333383,85539,https://cs.stanford.edu/people/rak248/VG_100K/2333383.jpg,470069,What kind of computers?,,,,,,
10,Baseball.,2399391.jpg,2333383,85539,https://cs.stanford.edu/people/rak248/VG_100K/2333383.jpg,1468508,What sport is represented by the hot dog box?,,,,,,
11,Clear.,2360990.jpg,2333383,85539,https://cs.stanford.edu/people/rak248/VG_100K/2333383.jpg,1653229,What type of sky?,,,,,,
12,Airplane.,2364631.jpg,2333232,85683,https://cs.stanford.edu/people/rak248/VG_100K/2333232.jpg,695732,What mode of transportation is this?,,,,,,
13,Surfboard.,2376926.jpg,2333232,85683,https://cs.stanford.edu/people/rak248/VG_100K/2333232.jpg,1976221,What is the person standing on?,,,,,,
14,Umbrella.,2407076.jpg,2333232,85683,https://cs.stanford.edu/people/rak248/VG_100K/2333232.jpg,1198605,What is the woman holding?,,,,,,
15,A rug.,2365364.jpg,2333170,85743,https://cs.stanford.edu/people/rak248/VG_100K/2333170.jpg,1740369,What kind of floor covering is there?,,,,,,
16,Between the frame and brown bottle.,2366654.jpg,2333170,85743,https://cs.stanford.edu/people/rak248/VG_100K/2333170.jpg,502260,Where is the blue and white jar?,,,,,,
17,16:54:21.,2416183.jpg,2333170,85743,https://cs.stanford.edu/people/rak248/VG_100K/2333170.jpg,940614,What time is shown on the digital clock?,,,,,,
18,Cafeteria tray.,2399090.jpg,2333133,85777,https://cs.stanford.edu/people/rak248/VG_100K/2333133.jpg,1467085,What is on top of table?,,,,,,
19,Windshield wipers.,2377200.jpg,2333133,85777,https://cs.stanford.edu/people/rak248/VG_100K/2333133.jpg,1981153,What are the rods on the windshield window?,,,,,,
20,Surfing.,2334854.jpg,2333133,85777,https://cs.stanford.edu/people/rak248/VG_100K/2333133.jpg,527695,What is the man doing?,,,,,,
21,Slizes of pizza on a plate.,2374600.jpg,2333062,85844,https://cs.stanford.edu/people/rak248/VG_100K/2333062.jpg,1929735,What is on the table?,,,,,,
22,A fence.,2369455.jpg,2333062,85844,https://cs.stanford.edu/people/rak248/VG_100K/2333062.jpg,1823709,What is behind the man?,,,,,,
23,A brown cloth.,2365794.jpg,2333062,85844,https://cs.stanford.edu/people/rak248/VG_100K/2333062.jpg,1748904,What is spread across the bed?,,,,,,
24,A large bow.,2412311.jpg,2333039,85866,https://cs.stanford.edu/people/rak248/VG_100K/2333039.jpg,1121948,What is gold?,,,,,,
25,Pedestrian crossing.,2403354.jpg,2333039,85866,https://cs.stanford.edu/people/rak248/VG_100K/2333039.jpg,1280938,What is the yellow sign?,,,,,,
26,A building.,2371258.jpg,2333039,85866,https://cs.stanford.edu/people/rak248/VG_100K/2333039.jpg,1859740,What large structures behind the fire hydrant?,,,,,,
27,Kite string.,2375172.jpg,2333011,85889,https://cs.stanford.edu/people/rak248/VG_100K/2333011.jpg,1940931,What is the man holding?,,,,,,
28,A plaque.,2414326.jpg,2333011,85889,https://cs.stanford.edu/people/rak248/VG_100K/2333011.jpg,1337843,What is in front of the fake animals?,,,,,,
29,Horns.,2373302.jpg,2333011,85889,https://cs.stanford.edu/people/rak248/VG_100K/2333011.jpg,1903118,What is on the head of the cow?,,,,,,
30,Watching the game.,2372569.jpg,2332925,85971,https://cs.stanford.edu/people/rak248/VG_100K/2332925.jpg,1887796,What are the people in the stands doing?,,,,,,
31,Tree.,2365313.jpg,2332925,85971,https://cs.stanford.edu/people/rak248/VG_100K/2332925.jpg,1739299,Where is sign next to?,,,,,,
32,Sitting in the sunset.,2380163.jpg,2332925,85971,https://cs.stanford.edu/people/rak248/VG_100K/2332925.jpg,973742,Where are the horse and rider?,,,,,,
33,Restaurant.,2391740.jpg,2332661,86225,https://cs.stanford.edu/people/rak248/VG_100K/2332661.jpg,289185,What type of establishment is this?,,,,,,
34,On the sidewalk.,2402423.jpg,2332661,86225,https://cs.stanford.edu/people/rak248/VG_100K/2332661.jpg,985828,Where was this photo taken?,,,,,,
35,Wood.,2375695.jpg,2332661,86225,https://cs.stanford.edu/people/rak248/VG_100K/2332661.jpg,1951047,What are the cabinets made from?,,,,,,
36,A surfer.,2405527.jpg,2332592,86290,https://cs.stanford.edu/people/rak248/VG_100K/2332592.jpg,1162715,Who is in the photo?,,,,,,
37,Black and brown.,2407132.jpg,2332592,86290,https://cs.stanford.edu/people/rak248/VG_100K/2332592.jpg,1199745,What color is the dog?,,,,,,
38,On the floor.,2388366.jpg,2332592,86290,https://cs.stanford.edu/people/rak248/VG_100K/2332592.jpg,740736,Where is the bottle?,,,,,,
39,On the oven handle.,2409802.jpg,2332525,86356,https://cs.stanford.edu/people/rak248/VG_100K/2332525.jpg,1090039,Where is the hand towel?,,,,,,
40,Street sign.,2411792.jpg,2332525,86356,https://cs.stanford.edu/people/rak248/VG_100K/2332525.jpg,1107911,What is blue?,,,,,,
41,Candle.,2359958.jpg,2332525,86356,https://cs.stanford.edu/people/rak248/VG_100K/2332525.jpg,1631810,What is in the corner?,,,,,,
42,Red and white.,2413126.jpg,2332404,86473,https://cs.stanford.edu/people/rak248/VG_100K/2332404.jpg,1141292,What color are the stripes on the train?,,,,,,
43,Running.,2412589.jpg,2332404,86473,https://cs.stanford.edu/people/rak248/VG_100K/2332404.jpg,155678,What is the player doing?,,,,,,
44,Herbs.,2399358.jpg,2332404,86473,https://cs.stanford.edu/people/rak248/VG_100K/2332404.jpg,1405289,What are the fine green plants?,,,,,,
45,Brown.,2415390.jpg,2332399,86478,https://cs.stanford.edu/people/rak248/VG_100K/2332399.jpg,934273,What is the sofa color?,,,,,,
46,Zero.,2417591.jpg,2332399,86478,https://cs.stanford.edu/people/rak248/VG_100K/2332399.jpg,951874,How many people appear in this photo?,,,,,,
47,Grass.,2362060.jpg,2332399,86478,https://cs.stanford.edu/people/rak248/VG_100K/2332399.jpg,1673625,What is on the hill?,,,,,,
48,Freightliner.,2342914.jpg,2332044,86818,https://cs.stanford.edu/people/rak248/VG_100K/2332044.jpg,521249,What is the name of train?,,,,,,
49,4.,2410951.jpg,2332044,86818,https://cs.stanford.edu/people/rak248/VG_100K/2332044.jpg,168776,How many condiment cups are on the table?,,,,,,
